,DAUID,PRNAME
162635,13130142,New Brunswick / Nouveau-Brunswick
162674,13130144,New Brunswick / Nouveau-Brunswick
162675,13130144,New Brunswick / Nouveau-Brunswick
162714,13130145,New Brunswick / Nouveau-Brunswick
162715,13130145,New Brunswick / Nouveau-Brunswick
163234,13130090,New Brunswick / Nouveau-Brunswick
163235,13130090,New Brunswick / Nouveau-Brunswick
164274,13130109,New Brunswick / Nouveau-Brunswick
164275,13130109,New Brunswick / Nouveau-Brunswick
164354,13130111,New Brunswick / Nouveau-Brunswick
164355,13130111,New Brunswick / Nouveau-Brunswick
164434,13130092,New Brunswick / Nouveau-Brunswick
164435,13130092,New Brunswick / Nouveau-Brunswick
164554,13130112,New Brunswick / Nouveau-Brunswick
164555,13130112,New Brunswick / Nouveau-Brunswick
164594,13130095,New Brunswick / Nouveau-Brunswick
164595,13130095,New Brunswick / Nouveau-Brunswick
164634,13130096,New Brunswick / Nouveau-Brunswick
164635,13130096,New Brunswick / Nouveau-Brunswick
164674,13130097,New Brunswick / Nouveau-Brunswick
164675,13130097,New Brunswick / Nouveau-Brunswick
164714,13130099,New Brunswick / Nouveau-Brunswick
164715,13130099,New Brunswick / Nouveau-Brunswick
164794,13130100,New Brunswick / Nouveau-Brunswick
164795,13130100,New Brunswick / Nouveau-Brunswick
164834,13130101,New Brunswick / Nouveau-Brunswick
164835,13130101,New Brunswick / Nouveau-Brunswick
164874,13130102,New Brunswick / Nouveau-Brunswick
164875,13130102,New Brunswick / Nouveau-Brunswick
164914,13130103,New Brunswick / Nouveau-Brunswick
164915,13130103,New Brunswick / Nouveau-Brunswick
164954,13130104,New Brunswick / Nouveau-Brunswick
164955,13130104,New Brunswick / Nouveau-Brunswick
164994,13130105,New Brunswick / Nouveau-Brunswick
164995,13130105,New Brunswick / Nouveau-Brunswick
165034,13130106,New Brunswick / Nouveau-Brunswick
165035,13130106,New Brunswick / Nouveau-Brunswick
165154,13130123,New Brunswick / Nouveau-Brunswick
165155,13130123,New Brunswick / Nouveau-Brunswick
165234,13150237,New Brunswick / Nouveau-Brunswick
165235,13150237,New Brunswick / Nouveau-Brunswick
165314,13130113,New Brunswick / Nouveau-Brunswick
165315,13130113,New Brunswick / Nouveau-Brunswick
165394,13150170,New Brunswick / Nouveau-Brunswick
165395,13150170,New Brunswick / Nouveau-Brunswick
165434,13130115,New Brunswick / Nouveau-Brunswick
165435,13130115,New Brunswick / Nouveau-Brunswick
165514,13130117,New Brunswick / Nouveau-Brunswick
165515,13130117,New Brunswick / Nouveau-Brunswick
165594,13130134,New Brunswick / Nouveau-Brunswick
165595,13130134,New Brunswick / Nouveau-Brunswick
165634,13130120,New Brunswick / Nouveau-Brunswick
165635,13130120,New Brunswick / Nouveau-Brunswick
165674,13130121,New Brunswick / Nouveau-Brunswick
165675,13130121,New Brunswick / Nouveau-Brunswick
166234,13150287,New Brunswick / Nouveau-Brunswick
166235,13150287,New Brunswick / Nouveau-Brunswick
166274,13150291,New Brunswick / Nouveau-Brunswick
166275,13150291,New Brunswick / Nouveau-Brunswick
166314,13150172,New Brunswick / Nouveau-Brunswick
166315,13150172,New Brunswick / Nouveau-Brunswick
166434,13130138,New Brunswick / Nouveau-Brunswick
166435,13130138,New Brunswick / Nouveau-Brunswick
166594,13130146,New Brunswick / Nouveau-Brunswick
166595,13130146,New Brunswick / Nouveau-Brunswick
166634,13100230,New Brunswick / Nouveau-Brunswick
166635,13100230,New Brunswick / Nouveau-Brunswick
166754,13100253,New Brunswick / Nouveau-Brunswick
166755,13100253,New Brunswick / Nouveau-Brunswick
166794,13100254,New Brunswick / Nouveau-Brunswick
166795,13100254,New Brunswick / Nouveau-Brunswick
167074,13100239,New Brunswick / Nouveau-Brunswick
167075,13100239,New Brunswick / Nouveau-Brunswick
167114,13100169,New Brunswick / Nouveau-Brunswick
167115,13100169,New Brunswick / Nouveau-Brunswick
167154,13100240,New Brunswick / Nouveau-Brunswick
167155,13100240,New Brunswick / Nouveau-Brunswick
167194,13100241,New Brunswick / Nouveau-Brunswick
167195,13100241,New Brunswick / Nouveau-Brunswick
167434,13100246,New Brunswick / Nouveau-Brunswick
167435,13100246,New Brunswick / Nouveau-Brunswick
167474,13100247,New Brunswick / Nouveau-Brunswick
167475,13100247,New Brunswick / Nouveau-Brunswick
167594,13100273,New Brunswick / Nouveau-Brunswick
167595,13100273,New Brunswick / Nouveau-Brunswick
167754,13150242,New Brunswick / Nouveau-Brunswick
167755,13150242,New Brunswick / Nouveau-Brunswick
167834,13100171,New Brunswick / Nouveau-Brunswick
167835,13100171,New Brunswick / Nouveau-Brunswick
167874,13100257,New Brunswick / Nouveau-Brunswick
167875,13100257,New Brunswick / Nouveau-Brunswick
168514,13150281,New Brunswick / Nouveau-Brunswick
168515,13150281,New Brunswick / Nouveau-Brunswick
168554,13110057,New Brunswick / Nouveau-Brunswick
168555,13110057,New Brunswick / Nouveau-Brunswick
168594,13110058,New Brunswick / Nouveau-Brunswick
168595,13110058,New Brunswick / Nouveau-Brunswick
168634,13110059,New Brunswick / Nouveau-Brunswick
168635,13110059,New Brunswick / Nouveau-Brunswick
168674,13080121,New Brunswick / Nouveau-Brunswick
168675,13080121,New Brunswick / Nouveau-Brunswick
168714,13080122,New Brunswick / Nouveau-Brunswick
168715,13080122,New Brunswick / Nouveau-Brunswick
168754,13120056,New Brunswick / Nouveau-Brunswick
168755,13120056,New Brunswick / Nouveau-Brunswick
168794,13120057,New Brunswick / Nouveau-Brunswick
168795,13120057,New Brunswick / Nouveau-Brunswick
168834,13120058,New Brunswick / Nouveau-Brunswick
168835,13120058,New Brunswick / Nouveau-Brunswick
168874,13120059,New Brunswick / Nouveau-Brunswick
168875,13120059,New Brunswick / Nouveau-Brunswick
168914,13120060,New Brunswick / Nouveau-Brunswick
168915,13120060,New Brunswick / Nouveau-Brunswick
169034,13100196,New Brunswick / Nouveau-Brunswick
169035,13100196,New Brunswick / Nouveau-Brunswick
169074,13100279,New Brunswick / Nouveau-Brunswick
169075,13100279,New Brunswick / Nouveau-Brunswick
169554,13100301,New Brunswick / Nouveau-Brunswick
169555,13100301,New Brunswick / Nouveau-Brunswick
169594,13100302,New Brunswick / Nouveau-Brunswick
169595,13100302,New Brunswick / Nouveau-Brunswick
169634,13110060,New Brunswick / Nouveau-Brunswick
169635,13110060,New Brunswick / Nouveau-Brunswick
169674,13080119,New Brunswick / Nouveau-Brunswick
169675,13080119,New Brunswick / Nouveau-Brunswick
169714,13150292,New Brunswick / Nouveau-Brunswick
169715,13150292,New Brunswick / Nouveau-Brunswick
169754,13150305,New Brunswick / Nouveau-Brunswick
169755,13150305,New Brunswick / Nouveau-Brunswick
169794,13100321,New Brunswick / Nouveau-Brunswick
169795,13100321,New Brunswick / Nouveau-Brunswick
169834,13100326,New Brunswick / Nouveau-Brunswick
169835,13100326,New Brunswick / Nouveau-Brunswick
169874,13100328,New Brunswick / Nouveau-Brunswick
169875,13100328,New Brunswick / Nouveau-Brunswick
169914,13100338,New Brunswick / Nouveau-Brunswick
169915,13100338,New Brunswick / Nouveau-Brunswick
169954,13100339,New Brunswick / Nouveau-Brunswick
169955,13100339,New Brunswick / Nouveau-Brunswick
169994,13100340,New Brunswick / Nouveau-Brunswick
169995,13100340,New Brunswick / Nouveau-Brunswick
170034,13110047,New Brunswick / Nouveau-Brunswick
170035,13110047,New Brunswick / Nouveau-Brunswick
170074,13110048,New Brunswick / Nouveau-Brunswick
170075,13110048,New Brunswick / Nouveau-Brunswick
170114,13110049,New Brunswick / Nouveau-Brunswick
170115,13110049,New Brunswick / Nouveau-Brunswick
170154,13110050,New Brunswick / Nouveau-Brunswick
170155,13110050,New Brunswick / Nouveau-Brunswick
170194,13110051,New Brunswick / Nouveau-Brunswick
170195,13110051,New Brunswick / Nouveau-Brunswick
170234,13110052,New Brunswick / Nouveau-Brunswick
170235,13110052,New Brunswick / Nouveau-Brunswick
170274,13120074,New Brunswick / Nouveau-Brunswick
170275,13120074,New Brunswick / Nouveau-Brunswick
170314,13120075,New Brunswick / Nouveau-Brunswick
170315,13120075,New Brunswick / Nouveau-Brunswick
170354,13100341,New Brunswick / Nouveau-Brunswick
170355,13100341,New Brunswick / Nouveau-Brunswick
170394,13110053,New Brunswick / Nouveau-Brunswick
170395,13110053,New Brunswick / Nouveau-Brunswick
170434,13110054,New Brunswick / Nouveau-Brunswick
170435,13110054,New Brunswick / Nouveau-Brunswick
170474,13110055,New Brunswick / Nouveau-Brunswick
170475,13110055,New Brunswick / Nouveau-Brunswick
170514,13110056,New Brunswick / Nouveau-Brunswick
170515,13110056,New Brunswick / Nouveau-Brunswick
170554,13080123,New Brunswick / Nouveau-Brunswick
170555,13080123,New Brunswick / Nouveau-Brunswick
170594,13080124,New Brunswick / Nouveau-Brunswick
170595,13080124,New Brunswick / Nouveau-Brunswick
170634,13110062,New Brunswick / Nouveau-Brunswick
170635,13110062,New Brunswick / Nouveau-Brunswick
170954,13110071,New Brunswick / Nouveau-Brunswick
170955,13110071,New Brunswick / Nouveau-Brunswick
170994,13110072,New Brunswick / Nouveau-Brunswick
170995,13110072,New Brunswick / Nouveau-Brunswick
171034,13110074,New Brunswick / Nouveau-Brunswick
171035,13110074,New Brunswick / Nouveau-Brunswick
171074,13110075,New Brunswick / Nouveau-Brunswick
171075,13110075,New Brunswick / Nouveau-Brunswick
171114,13110076,New Brunswick / Nouveau-Brunswick
171115,13110076,New Brunswick / Nouveau-Brunswick
171154,13110077,New Brunswick / Nouveau-Brunswick
171155,13110077,New Brunswick / Nouveau-Brunswick
171194,13110078,New Brunswick / Nouveau-Brunswick
171195,13110078,New Brunswick / Nouveau-Brunswick
171234,13110079,New Brunswick / Nouveau-Brunswick
171235,13110079,New Brunswick / Nouveau-Brunswick
171434,13150345,New Brunswick / Nouveau-Brunswick
171435,13150345,New Brunswick / Nouveau-Brunswick
171474,13140166,New Brunswick / Nouveau-Brunswick
171475,13140166,New Brunswick / Nouveau-Brunswick
171514,24090060,Quebec / Québec
171515,24090060,Quebec / Québec
171554,24090061,Quebec / Québec
171555,24090061,Quebec / Québec
171594,24150051,Quebec / Québec
171595,24150051,Quebec / Québec
171714,13140177,New Brunswick / Nouveau-Brunswick
171715,13140177,New Brunswick / Nouveau-Brunswick
171754,13140181,New Brunswick / Nouveau-Brunswick
171755,13140181,New Brunswick / Nouveau-Brunswick
171794,13140184,New Brunswick / Nouveau-Brunswick
171795,13140184,New Brunswick / Nouveau-Brunswick
171834,13140190,New Brunswick / Nouveau-Brunswick
171835,13140190,New Brunswick / Nouveau-Brunswick
171874,13140191,New Brunswick / Nouveau-Brunswick
171875,13140191,New Brunswick / Nouveau-Brunswick
171914,13140192,New Brunswick / Nouveau-Brunswick
171915,13140192,New Brunswick / Nouveau-Brunswick
171954,13150103,New Brunswick / Nouveau-Brunswick
171955,13150103,New Brunswick / Nouveau-Brunswick
171994,13150158,New Brunswick / Nouveau-Brunswick
171995,13150158,New Brunswick / Nouveau-Brunswick
172034,24200012,Quebec / Québec
172035,24200012,Quebec / Québec
172074,24200013,Quebec / Québec
172075,24200013,Quebec / Québec
172114,24200014,Quebec / Québec
172115,24200014,Quebec / Québec
172154,24200015,Quebec / Québec
172155,24200015,Quebec / Québec
172194,24150061,Quebec / Québec
172195,24150061,Quebec / Québec
172354,13150171,New Brunswick / Nouveau-Brunswick
172355,13150171,New Brunswick / Nouveau-Brunswick
172394,24020050,Quebec / Québec
172395,24020050,Quebec / Québec
172434,24030042,Quebec / Québec
172435,24030042,Quebec / Québec
172474,24030043,Quebec / Québec
172475,24030043,Quebec / Québec
172514,24030044,Quebec / Québec
172515,24030044,Quebec / Québec
172554,24030045,Quebec / Québec
172555,24030045,Quebec / Québec
172594,24030046,Quebec / Québec
172595,24030046,Quebec / Québec
172634,24050048,Quebec / Québec
172635,24050048,Quebec / Québec
172714,24050052,Quebec / Québec
172715,24050052,Quebec / Québec
172754,24210046,Quebec / Québec
172755,24210046,Quebec / Québec
172794,24210047,Quebec / Québec
172795,24210047,Quebec / Québec
172954,13150176,New Brunswick / Nouveau-Brunswick
172955,13150176,New Brunswick / Nouveau-Brunswick
173034,13150178,New Brunswick / Nouveau-Brunswick
173035,13150178,New Brunswick / Nouveau-Brunswick
173074,13150179,New Brunswick / Nouveau-Brunswick
173075,13150179,New Brunswick / Nouveau-Brunswick
173114,13140147,New Brunswick / Nouveau-Brunswick
173115,13140147,New Brunswick / Nouveau-Brunswick
173154,13140148,New Brunswick / Nouveau-Brunswick
173155,13140148,New Brunswick / Nouveau-Brunswick
173194,24020053,Quebec / Québec
173195,24020053,Quebec / Québec
173274,13150185,New Brunswick / Nouveau-Brunswick
173275,13150185,New Brunswick / Nouveau-Brunswick
173394,13140158,New Brunswick / Nouveau-Brunswick
173395,13140158,New Brunswick / Nouveau-Brunswick
173434,13140137,New Brunswick / Nouveau-Brunswick
173435,13140137,New Brunswick / Nouveau-Brunswick
173474,13140138,New Brunswick / Nouveau-Brunswick
173475,13140138,New Brunswick / Nouveau-Brunswick
173514,13140139,New Brunswick / Nouveau-Brunswick
173515,13140139,New Brunswick / Nouveau-Brunswick
173554,13140140,New Brunswick / Nouveau-Brunswick
173555,13140140,New Brunswick / Nouveau-Brunswick
173594,13140141,New Brunswick / Nouveau-Brunswick
173595,13140141,New Brunswick / Nouveau-Brunswick
173634,13140142,New Brunswick / Nouveau-Brunswick
173635,13140142,New Brunswick / Nouveau-Brunswick
173674,13140146,New Brunswick / Nouveau-Brunswick
173675,13140146,New Brunswick / Nouveau-Brunswick
173714,13150203,New Brunswick / Nouveau-Brunswick
173715,13150203,New Brunswick / Nouveau-Brunswick
173914,13140149,New Brunswick / Nouveau-Brunswick
173915,13140149,New Brunswick / Nouveau-Brunswick
173954,13140150,New Brunswick / Nouveau-Brunswick
173955,13140150,New Brunswick / Nouveau-Brunswick
173994,13140151,New Brunswick / Nouveau-Brunswick
173995,13140151,New Brunswick / Nouveau-Brunswick
174034,13140152,New Brunswick / Nouveau-Brunswick
174035,13140152,New Brunswick / Nouveau-Brunswick
174074,13150215,New Brunswick / Nouveau-Brunswick
174075,13150215,New Brunswick / Nouveau-Brunswick
174114,13150216,New Brunswick / Nouveau-Brunswick
174115,13150216,New Brunswick / Nouveau-Brunswick
174154,13140159,New Brunswick / Nouveau-Brunswick
174155,13140159,New Brunswick / Nouveau-Brunswick
174194,13140162,New Brunswick / Nouveau-Brunswick
174195,13140162,New Brunswick / Nouveau-Brunswick
174274,13140167,New Brunswick / Nouveau-Brunswick
174275,13140167,New Brunswick / Nouveau-Brunswick
174354,13150204,New Brunswick / Nouveau-Brunswick
174355,13150204,New Brunswick / Nouveau-Brunswick
174394,24170060,Quebec / Québec
174395,24170060,Quebec / Québec
174434,24170061,Quebec / Québec
174435,24170061,Quebec / Québec
174474,24170062,Quebec / Québec
174475,24170062,Quebec / Québec
174514,13150217,New Brunswick / Nouveau-Brunswick
174515,13150217,New Brunswick / Nouveau-Brunswick
174554,13150262,New Brunswick / Nouveau-Brunswick
174555,13150262,New Brunswick / Nouveau-Brunswick
174594,13150263,New Brunswick / Nouveau-Brunswick
174595,13150263,New Brunswick / Nouveau-Brunswick
174634,13150265,New Brunswick / Nouveau-Brunswick
174635,13150265,New Brunswick / Nouveau-Brunswick
174674,13150266,New Brunswick / Nouveau-Brunswick
174675,13150266,New Brunswick / Nouveau-Brunswick
174714,24010023,Quebec / Québec
174715,24010023,Quebec / Québec
174754,13150277,New Brunswick / Nouveau-Brunswick
174755,13150277,New Brunswick / Nouveau-Brunswick
174794,13150218,New Brunswick / Nouveau-Brunswick
174795,13150218,New Brunswick / Nouveau-Brunswick
174834,13150219,New Brunswick / Nouveau-Brunswick
174835,13150219,New Brunswick / Nouveau-Brunswick
174874,24050049,Quebec / Québec
174875,24050049,Quebec / Québec
174914,13150220,New Brunswick / Nouveau-Brunswick
174915,13150220,New Brunswick / Nouveau-Brunswick
174954,13150221,New Brunswick / Nouveau-Brunswick
174955,13150221,New Brunswick / Nouveau-Brunswick
174994,13150222,New Brunswick / Nouveau-Brunswick
174995,13150222,New Brunswick / Nouveau-Brunswick
175034,13150223,New Brunswick / Nouveau-Brunswick
175035,13150223,New Brunswick / Nouveau-Brunswick
175074,13150270,New Brunswick / Nouveau-Brunswick
175075,13150270,New Brunswick / Nouveau-Brunswick
175114,13150276,New Brunswick / Nouveau-Brunswick
175115,13150276,New Brunswick / Nouveau-Brunswick
175154,24010031,Quebec / Québec
175155,24010031,Quebec / Québec
175194,24020039,Quebec / Québec
175195,24020039,Quebec / Québec
175234,24020040,Quebec / Québec
175235,24020040,Quebec / Québec
175274,13150278,New Brunswick / Nouveau-Brunswick
175275,13150278,New Brunswick / Nouveau-Brunswick
175314,13150279,New Brunswick / Nouveau-Brunswick
175315,13150279,New Brunswick / Nouveau-Brunswick
175354,13150280,New Brunswick / Nouveau-Brunswick
175355,13150280,New Brunswick / Nouveau-Brunswick
175394,13150180,New Brunswick / Nouveau-Brunswick
175395,13150180,New Brunswick / Nouveau-Brunswick
175434,13150181,New Brunswick / Nouveau-Brunswick
175435,13150181,New Brunswick / Nouveau-Brunswick
175474,13150182,New Brunswick / Nouveau-Brunswick
175475,13150182,New Brunswick / Nouveau-Brunswick
175514,13150183,New Brunswick / Nouveau-Brunswick
175515,13150183,New Brunswick / Nouveau-Brunswick
175554,24050050,Quebec / Québec
175555,24050050,Quebec / Québec
175594,24050051,Quebec / Québec
175595,24050051,Quebec / Québec
175634,24070055,Quebec / Québec
175635,24070055,Quebec / Québec
175674,24050053,Quebec / Québec
175675,24050053,Quebec / Québec
175714,24050054,Quebec / Québec
175715,24050054,Quebec / Québec
175754,24070058,Quebec / Québec
175755,24070058,Quebec / Québec
175794,24050056,Quebec / Québec
175795,24050056,Quebec / Québec
175834,24050057,Quebec / Québec
175835,24050057,Quebec / Québec
175874,24050058,Quebec / Québec
175875,24050058,Quebec / Québec
175914,13150298,New Brunswick / Nouveau-Brunswick
175915,13150298,New Brunswick / Nouveau-Brunswick
175954,13150299,New Brunswick / Nouveau-Brunswick
175955,13150299,New Brunswick / Nouveau-Brunswick
175994,13150194,New Brunswick / Nouveau-Brunswick
175995,13150194,New Brunswick / Nouveau-Brunswick
176034,13150195,New Brunswick / Nouveau-Brunswick
176035,13150195,New Brunswick / Nouveau-Brunswick
176074,13150186,New Brunswick / Nouveau-Brunswick
176075,13150186,New Brunswick / Nouveau-Brunswick
176114,13150187,New Brunswick / Nouveau-Brunswick
176115,13150187,New Brunswick / Nouveau-Brunswick
